Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
10/09/2015,CHEV,4D,,TAN,V325453,IL,701 N. Sacramento,(773) 265-7605,6828769
10/09/2015,CHEV,4D,IMP,GRY,9806589,IL,701 N. Sacramento,(773) 265-7605,6828844
10/09/2015,CHRY,2D,,BLU,Y722290,IL,10300 S. Doty,(773) 568-8495,2774135
10/09/2015,DODG,PK,,TAN,1636481B,IL,10300 S. Doty,(773) 568-8495,2774113
10/09/2015,DODG,VN,TK,WHI,Z316217,IL,701 N. Sacramento,(773) 265-7605,6828871
10/09/2015,FORD,2D,,BLK,Y960342,IL,701 N. Sacramento,(773) 265-7605,6828798
10/09/2015,FORD,2D,,BLU,S911412,IL,10300 S. Doty,(773) 568-8495,2774132
10/09/2015,HOND,4D,,WHI,1336512,IL,10300 S. Doty,(773) 568-8495,2774114
10/09/2015,HOND,4D,,SIL,368S070,IL,10300 S. Doty,(773) 568-8495,2774139
10/09/2015,HYUN,LL,,WHI,E150194,IL,10300 S. Doty,(773) 568-8495,2774130
10/09/2015,JEEP,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6828801
10/09/2015,KIA,4D,,WHI,E997899,IL,701 N. Sacramento,(773) 265-7605,6828855
10/09/2015,MERC,4D,,BLK,K665861,IL,10300 S. Doty,(773) 568-8495,2774128
10/09/2015,MERC,4D,,SIL,V839304,IL,701 N. Sacramento,(773) 265-7605,6828864
10/09/2015,MERZ,4D,,BLK,N955275,IL,701 N. Sacramento,(773) 265-7605,6828861
10/09/2015,NISS,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6828870
10/09/2015,NISS,4D,,GRY,297S482,IL,400 E. Lower Wacker,(312) 744-7550,935884
10/09/2015,OLDS,VN,,MAR,E800307,IL,701 N. Sacramento,(773) 265-7605,6828772
10/09/2015,PONT,2D,,RED,Y743544,IL,10300 S. Doty,(773) 568-8495,2774131
10/09/2015,PONT,4D,,GRY,Z226198,IL,10300 S. Doty,(773) 568-8495,2774137
10/09/2015,PONT,VN,TK,MAR,E354307,IL,701 N. Sacramento,(773) 265-7605,6828775
10/09/2015,TOYT,4D,,MAR,Y804657,IL,701 N. Sacramento,(773) 265-7605,6828780
10/09/2015,TOYT,4D,,RED,L592885,IL,701 N. Sacramento,(773) 265-7605,6828853
10/09/2015,TOYT,4T,,WHI,Z468049,IL,10300 S. Doty,(773) 568-8495,2774136
10/09/2015,TOYT,4T,,BLK,E357675,IL,701 N. Sacramento,(773) 265-7605,6828767
10/08/2015,ACUR,4D,,WHI,287S981,IL,400 E. Lower Wacker,(312) 744-7550,935785
10/08/2015,BMW,4D,,WHI,E310479,IL,701 N. Sacramento,(773) 265-7605,6828758
10/08/2015,BUIC,4D,,MAR,R799710,IL,701 N. Sacramento,(773) 265-7605,6828720
10/08/2015,BUIC,4D,,TAN,08P0787,TX,10300 S. Doty,(773) 568-8495,2774065
10/08/2015,BUIC,4D,,GRN,V509593,IL,701 N. Sacramento,(773) 265-7605,6828696
10/08/2015,CADI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2774101
10/08/2015,CHEV,4D,,BLK,E440097,IL,701 N. Sacramento,(773) 265-7605,6828670
10/08/2015,CHEV,4D,,GRY,E904845,IL,701 N. Sacramento,(773) 265-7605,6828693
10/08/2015,CHEV,4D,,BLK,E443861,IL,10300 S. Doty,(773) 568-8495,2774094
10/08/2015,CHEV,4D,,SIL,L342359,IL,10300 S. Doty,(773) 568-8495,2774090
10/08/2015,CHEV,LL,,BRO,CCG6788,MI,701 N. Sacramento,(773) 265-7605,6828666
10/08/2015,CHEV,LL,TK,BLK,S854249,IL,10300 S. Doty,(773) 568-8495,2774092
10/08/2015,CHEV,LL,TK,BLK,E527247,IL,701 N. Sacramento,(773) 265-7605,6828752
10/08/2015,CHEV,LL,,WHI,Y723478,IL,10300 S. Doty,(773) 568-8495,2774062
10/08/2015,CHEV,PK,TK,SIL,78974X-B,IL,10300 S. Doty,(773) 568-8495,2774084
10/08/2015,CHEV,VN,TK,WHI,S385115,IL,10300 S. Doty,(773) 568-8495,2774082
10/08/2015,CHEV,VN,TK,BLU,,,701 N. Sacramento,(773) 265-7605,6828756
10/08/2015,CHEV,VN,,WHI,N658812,IL,10300 S. Doty,(773) 568-8495,2774097
10/08/2015,CHEV,VN,TK,WHI,Y723730,IL,10300 S. Doty,(773) 568-8495,2774086
10/08/2015,CHRY,4D,,TAN,Y760715,IL,701 N. Sacramento,(773) 265-7605,6828678
10/08/2015,CHRY,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6828762
10/08/2015,CHRY,4D,,TAN,E507207,IL,10300 S. Doty,(773) 568-8495,2774096
10/08/2015,DODG,4D,,RED,E864528,IL,10300 S. Doty,(773) 568-8495,2774085
10/08/2015,FORD,4D,,BLK,Y528857,IL,400 E. Lower Wacker,(312) 744-7550,935810
10/08/2015,FORD,LL,,GLD,N676221,IL,10300 S. Doty,(773) 568-8495,2774071
10/08/2015,FORD,LL,,SIL,H114543,IL,400 E. Lower Wacker,(312) 744-7550,935787
10/08/2015,FORD,LL,,BLK,V741646,IL,701 N. Sacramento,(773) 265-7605,6828685
10/08/2015,GMC,LL,TK,BLK,4481845,IL,10300 S. Doty,(773) 785-9752,1715572
10/08/2015,HOND,4D,,BLK,E617780,IL,10300 S. Doty,(773) 568-8495,2774061
10/08/2015,MAZD,4D,,WHI,SK2U4R,MO,10300 S. Doty,(773) 568-8495,2774063
10/08/2015,MERC,4D,,GRN,E685473,IL,701 N. Sacramento,(773) 265-7605,6828674
10/08/2015,MERC,4D,,MAR,S787014,IL,701 N. Sacramento,(773) 265-7605,6828679
10/08/2015,NISS,LL,,GRY,S677172,IL,701 N. Sacramento,(773) 265-7605,6828659
10/08/2015,NISS,LL,TK,BLK,E478291,IL,10300 S. Doty,(773) 568-8495,2774069
10/08/2015,PONT,2D,,GRN,E143218,IL,10300 S. Doty,(773) 568-8495,2774098
10/08/2015,PONT,4D,,GRY,E478316,IL,701 N. Sacramento,(773) 265-7605,6828763
10/08/2015,PONT,4D,,SIL,V492654,IL,701 N. Sacramento,(773) 265-7605,6828668
10/08/2015,PONT,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2774089
10/08/2015,SUZI,MC,,RED,4738P,WI,10300 S. Doty,(773) 568-8495,2774075
10/08/2015,TOYT,LL,,BLK,P314577,IL,701 N. Sacramento,(773) 265-7605,6828709
10/08/2015,VOLK,4D,,GRN,Z265954,IL,10300 S. Doty,(773) 568-8495,2774100
10/07/2015,ACUR,4D,,GRY,N452799,IL,400 E. Lower Wacker,(312) 744-7550,935736
10/07/2015,BMW,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2774048
10/07/2015,BMW,4D,,GRY,E626894,IL,10300 S. Doty,(773) 568-8495,2774017
10/07/2015,BUIC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2774012
10/07/2015,BUIC,4D,,WHI,L417858,IL,10300 S. Doty,(773) 568-8495,2774043
10/07/2015,BUIC,4D,,GRN,Z289025,IL,10300 S. Doty,(773) 568-8495,2774046
10/07/2015,BUIC,LL,TK,TAN,,IL,10300 S. Doty,(773) 568-8495,2774042
10/07/2015,CHEV,4D,,GRY,E989592,IL,10300 S. Doty,(773) 568-8495,2774020
10/07/2015,CHEV,LL,,BLK,Y760720,IL,701 N. Sacramento,(773) 265-7605,6828561
10/07/2015,CHEV,VN,,RED,E862013,IL,10300 S. Doty,(773) 568-8495,2774016
10/07/2015,CHEV,VN,TK,RED,L468580,IL,701 N. Sacramento,(773) 265-7605,6828647
10/07/2015,CHRY,4D,,SIL,CZF119,IA,701 N. Sacramento,(773) 265-7605,6828563
10/07/2015,DODG,4D,,BLK,221S233,IL,701 N. Sacramento,(773) 265-7605,6828559
10/07/2015,DODG,VN,,BLU,E648833,IL,10300 S. Doty,(773) 568-8495,2774039
10/07/2015,FORD,4D,,BLK,L346,IL,400 E. Lower Wacker,(312) 744-7550,935
10/07/2015,FORD,4D,,SIL,D488550,IL,400 E. Lower Wacker,(312) 744-7550,935779
10/07/2015,FORD,PK,,GRY,72252A,IL,10300 S. Doty,(773) 568-8495,2774060
10/07/2015,FORD,SW,,GRY,306S501,IL,10300 S. Doty,(773) 568-8495,2774055
10/07/2015,GMC,LL,,MAR,E700019,IL,10300 S. Doty,(773) 568-8495,2774008
10/07/2015,GMC,LL,,RED,Y860255,IL,10300 S. Doty,(773) 568-8495,2774015
10/07/2015,HOND,4D,,GRY,EUD9957,OH,701 N. Sacramento,(773) 265-7605,6828580
10/07/2015,HYUN,4D,,BLK,E235240,IL,400 E. Lower Wacker,(312) 744-7550,935737
10/07/2015,LINC,4D,,BLK,E723659,IL,10300 S. Doty,(773) 568-8495,2774049
10/07/2015,MERZ,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2774036
10/07/2015,MERZ,LL,,TAN,E379513,IL,10300 S. Doty,(773) 568-8495,2774034
10/07/2015,MITS,4D,,GRY,E804968,IL,400 E. Lower Wacker,(312) 744-7550,935775
10/07/2015,NISS,4D,,RED,E970591,IL,10300 S. Doty,(773) 568-8495,2774053
10/07/2015,NISS,4D,,BRO,S629066,IL,400 E. Lower Wacker,(312) 744-7550,935781
10/07/2015,NISS,4D,,GRY,339S094,IL,701 N. Sacramento,(773) 265-7605,6828562
10/07/2015,NISS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2774021
10/07/2015,NISS,VN,TK,GRY,S904736,IL,10300 S. Doty,(773) 568-8495,2774018
10/07/2015,PLYM,VN,,TAN,H841807,IL,10300 S. Doty,(773) 568-8495,2774027
10/07/2015,PONT,4D,,RED,E513720,IL,10300 S. Doty,(773) 568-8495,2774057
10/07/2015,PONT,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6828652
10/07/2015,SAA,4D,,SIL,294S987,IL,400 E. Lower Wacker,(312) 744-7550,935754
10/07/2015,TOYT,4D,,BLU,P359229,IL,701 N. Sacramento,(773) 265-7605,6828564
10/07/2015,TOYT,LL,,BLK,H17459,IL,10300 S. Doty,(773) 568-8495,2774011
10/06/2015,BUIC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2773994
10/06/2015,CHEV,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2773975
10/06/2015,CHEV,2T,,BLK,,,10300 S. Doty,(773) 568-8495,2773972
10/06/2015,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2773988
10/06/2015,CHEV,4D,,BLK,Y757046,IL,10300 S. Doty,(773) 568-8495,2774003
10/06/2015,CHEV,LL,,PLE,,IL,701 N. Sacramento,(773) 265-1846,1533838
10/06/2015,CHEV,LL,,BLU,Y919088,IL,701 N. Sacramento,(773) 265-7605,6828496
10/06/2015,CHEV,LL,TK,RED,E649620,IL,10300 S. Doty,(773) 568-8495,2773962
10/06/2015,CHEV,LL,,WHI,K641247,IL,701 N. Sacramento,(773) 265-7605,6828553
10/06/2015,CHEV,PK,TK,BLK,1688547,IL,701 N. Sacramento,(773) 265-7605,6828548
10/06/2015,DODG,4D,,SIL,Y742415,IL,10300 S. Doty,(773) 568-8495,2773976
10/06/2015,DODG,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2773978
10/06/2015,DODG,VN,,GRN,Y727238,IL,10300 S. Doty,(773) 568-8495,2773996
10/06/2015,DODG,VN,,RED,E314482,IL,10300 S. Doty,(773) 568-8495,2773999
10/06/2015,FORD,4D,,MAR,278S074,IL,10300 S. Doty,(773) 568-8495,2774004
10/06/2015,FORD,4D,,BLK,E647194,IL,10300 S. Doty,(773) 568-8495,2773970
10/06/2015,FORD,4D,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1533844
10/06/2015,FORD,4D,,GRY,E297856,IL,701 N. Sacramento,(773) 265-7605,6828518
10/06/2015,FORD,LL,TK,BLK,V755120,IL,10300 S. Doty,(773) 568-8495,2773969
10/06/2015,FORD,PK,TK,RED,949R230,IL,10300 S. Doty,(773) 568-8495,2773966
10/06/2015,GMC,LL,,BLK,L218431,IL,10300 S. Doty,(773) 568-8495,2773991
10/06/2015,GMC,PK,TK,GRY,4734PJ,FL,701 N. Sacramento,(773) 265-7605,6828494
10/06/2015,HOND,4D,,PLE,Y960319,IL,701 N. Sacramento,(773) 265-7605,6828542
10/06/2015,JEEP,4D,,GRN,Y746708,IL,701 N. Sacramento,(773) 265-7605,6828510
10/06/2015,JEEP,LL,,GRY,E881626,IL,701 N. Sacramento,(773) 265-7605,6828537
10/06/2015,KIA,4D,,GRY,Z156941,IL,701 N. Sacramento,(773) 265-7605,6828498
10/06/2015,KIA,4D,,BLU,V707276,IL,701 N. Sacramento,(773) 265-7605,6828508
10/06/2015,MAZD,4D,,BLK,R816794,IL,10300 S. Doty,(773) 568-8495,2773995
10/06/2015,MITS,4D,,SIL,Z269191,IL,10300 S. Doty,(773) 568-8495,2773973
10/06/2015,NISS,4D,,BLK,E384218,IL,400 E. Lower Wacker,(312) 744-7550,935730
10/06/2015,PLYM,2D,,RED,E999675,IL,701 N. Sacramento,(773) 265-7605,6828540
10/06/2015,PONT,4D,,BLK,E46968,IL,701 N. Sacramento,(773) 265-7605,6828534
10/06/2015,PONT,VN,,RED,E279446,IL,701 N. Sacramento,(773) 265-7605,6828492
10/06/2015,TOYT,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2773965
10/05/2015,ACUR,2D,,WHI,Z139626,IL,701 N. Sacramento,(773) 265-7605,6828477
10/05/2015,BUIC,4D,,RED,E396959,IL,10300 S. Doty,(773) 568-8495,2773908
10/05/2015,CHEV,2D,,BLK,S894153,IL,10300 S. Doty,(773) 568-8495,2773948
10/05/2015,CHEV,2D,,BLK,420S162,IL,701 N. Sacramento,(773) 265-7605,6828451
10/05/2015,CHEV,2D,,WHI,Y916231,IL,10300 S. Doty,(773) 568-8495,2773893
10/05/2015,CHEV,2D,,PLE,E971382,IL,701 N. Sacramento,(773) 265-7605,6828472
10/05/2015,CHEV,4D,,BLK,S387210,IL,10300 S. Doty,(773) 568-8495,2773958
10/05/2015,CHEV,4D,,WHI,952R120,IL,10300 S. Doty,(773) 568-8495,2773944
10/05/2015,CHEV,4D,,GRY,182S223,IL,10300 S. Doty,(773) 568-8495,2773881
10/05/2015,CHEV,4D,,BLU,E703539,IL,10300 S. Doty,(773) 568-8495,2773952
10/05/2015,CHEV,LL,TK,BLK,GIT2660,OH,10300 S. Doty,(773) 568-8495,2773943
10/05/2015,CHEV,LL,,BLU,E362403,IL,701 N. Sacramento,(773) 265-7605,6828447
10/05/2015,CHEV,LL,,RED,H889748,IL,10300 S. Doty,(773) 568-8495,2773923
10/05/2015,CHEV,VN,TK,GRY,996DIV,OK,701 N. Sacramento,(773) 265-7605,6828468
10/05/2015,CHRY,,,BLU,V906195,IL,10300 S. Doty,(773) 568-8495,2773903
10/05/2015,DODG,4D,,GRY,V986425,IL,10300 S. Doty,(773) 568-8495,2773878
10/05/2015,DODG,VN,,WHI,E525082,IL,10300 S. Doty,(773) 568-8495,2773886
10/05/2015,DOO,LL,,BLK,RIPVAG1,IL,10300 S. Doty,(773) 568-8495,2773913
10/05/2015,FORD,2D,,BLK,V435713,IL,10300 S. Doty,(773) 568-8495,2773880
10/05/2015,FORD,2D,,GRY,H698709,IL,10300 S. Doty,(773) 568-8495,2773884
10/05/2015,FORD,4D,,WHI,S915442,IL,10300 S. Doty,(773) 568-8495,2773887
10/05/2015,FORD,4D,,TAN,995R633,IL,10300 S. Doty,(773) 568-8495,2773897
10/05/2015,FORD,4D,,RED,L839773,IL,10300 S. Doty,(773) 568-8495,2773910
10/05/2015,FORD,VN,,RED,,WI,10300 S. Doty,(773) 568-8495,2773888
10/05/2015,GMC,LL,,WHI,6416927,IL,10300 S. Doty,(773) 568-8495,2773911
10/05/2015,GMC,VN,TK,GRN,S9090421,IL,10300 S. Doty,(773) 568-8495,2773936
10/05/2015,HOND,2D,,BLK,P993878,IL,10300 S. Doty,(773) 568-8495,2773879
10/05/2015,HYUN,4D,,TAN,E206346,IL,10300 S. Doty,(773) 568-8495,2773914
10/05/2015,JEEP,LL,TK,RED,R210647,IL,10300 S. Doty,(773) 568-8495,2773941
10/05/2015,JEEP,LL,,GRY,L762206,IL,10300 S. Doty,(773) 568-8495,2773907
10/05/2015,KIA,4D,,SIL,P196520,IL,10300 S. Doty,(773) 568-8495,2773960
10/05/2015,LEXS,4D,,SIL,R609354,IL,701 N. Sacramento,(773) 265-7605,6828466
10/05/2015,MAZD,4D,,BRO,V512104,IL,701 N. Sacramento,(773) 265-7605,6828454
10/05/2015,MERC,2D,,RED,K702051,IL,701 N. Sacramento,(773) 265-7605,6828467
10/05/2015,MERZ,4D,,BLK,V829976,IL,10300 S. Doty,(773) 568-8495,2773957
10/05/2015,MITS,LL,,WHI,L695661,IL,10300 S. Doty,(773) 568-8495,2773883
10/05/2015,NISS,4D,,WHI,Y752952,IL,701 N. Sacramento,(773) 265-7605,6828463
10/05/2015,NISS,4D,,BLU,S832824,IL,10300 S. Doty,(773) 568-8495,2773904
10/05/2015,PONT,4D,,RED,E672972,IL,400 E. Lower Wacker,(312) 744-7550,935618
10/05/2015,PONT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1533831
10/05/2015,PONT,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6828478
10/05/2015,PONT,4D,,,,IL,10300 S. Doty,(773) 568-8495,2773885
10/05/2015,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2773905
10/05/2015,SATR,2D,,WHI,E383231,IL,10300 S. Doty,(773) 568-8495,2773899
10/05/2015,TOYT,4D,,GRY,R827435,IL,10300 S. Doty,(773) 568-8495,2773945
10/05/2015,TOYT,4D,CAM,GLD,E459072,IL,701 N. Sacramento,(773) 265-7605,6828480
10/05/2015,,,,WHI,,,10300 S. Doty,(773) 785-9752,1715556
10/04/2015,AUDI,4D,,RED,AAE2888,AZ,10300 S. Doty,(773) 568-8495,2773856
10/04/2015,BMW,4D,,GRY,V615175,IL,10300 S. Doty,(773) 568-8495,2773840
10/04/2015,BUIC,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2773816
10/04/2015,CHEV,2D,,GRN,Y724203,IL,10300 S. Doty,(773) 568-8495,2773827
10/04/2015,CHEV,4D,,GRN,419RYP,WI,701 N. Sacramento,(773) 265-7605,6828440
10/04/2015,CHEV,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6828439
10/04/2015,CHEV,4D,,SIL,V948466,IL,701 N. Sacramento,(773) 265-7605,6828441
10/04/2015,CHEV,4D,,RED,E758339,IL,10300 S. Doty,(773) 568-8495,2773831
10/04/2015,CHEV,4D,,GRY,E148727,IL,10300 S. Doty,(773) 568-8495,2773815
10/04/2015,CHRY,VN,TK,WHI,1334158,IL,701 N. Sacramento,(773) 265-7605,6828426
10/04/2015,DODG,4D,,WHI,8504885,IL,10300 S. Doty,(773) 568-8495,2773857
10/04/2015,DODG,LL,,GRY,GWIZE1,IL,10300 S. Doty,(773) 568-8495,2773825
10/04/2015,DODG,VN,CVN,WHI,Y730707,IL,10300 S. Doty,(773) 568-8495,2773819
10/04/2015,DODG,VN,,GRY,Y703037,IL,10300 S. Doty,(773) 568-8495,2773877
10/04/2015,DODG,VN,,PLE,E529177,IL,10300 S. Doty,(773) 568-8495,2773867
10/04/2015,FORD,4D,,WHI,2527041,IL,701 N. Sacramento,(773) 265-1846,2773858
10/04/2015,FORD,4D,,WHI,V839598,IL,10300 S. Doty,(773) 568-8495,2773834
10/04/2015,FORD,LL,,BLK,AII0Y,FL,10300 S. Doty,(773) 568-8495,2773820
10/04/2015,FORD,LL,,BLK,N779926,IL,10300 S. Doty,(773) 568-8495,2773870
10/04/2015,GMC,VN,,WHI,K585323,IL,10300 S. Doty,(773) 568-8495,2773844
10/04/2015,INFI,4D,,GLD,E703979,IL,10300 S. Doty,(773) 568-8495,2773859
10/04/2015,JEEP,LL,,GRN,E927718,IL,10300 S. Doty,(773) 568-8495,2773873
10/04/2015,KIA,VN,,BLK,N953018,IL,701 N. Sacramento,(773) 265-7605,6828418
10/04/2015,MERC,LL,,BLK,E276051,IL,10300 S. Doty,(773) 568-8495,2773826
10/04/2015,MERZ,4D,,SIL,E862942,IL,701 N. Sacramento,(773) 265-7605,6828431
10/04/2015,NISS,4D,,SIL,L504883,IL,10300 S. Doty,(773) 568-8495,2773847
10/04/2015,NISS,4D,,GRY,Y742063,IL,10300 S. Doty,(773) 568-8495,2773842
10/04/2015,NISS,4D,,GRN,R135337,IL,10300 S. Doty,(773) 568-8495,2773812
10/04/2015,NISS,LL,,WHI,AJN1183,AZ,10300 S. Doty,(773) 568-8495,2773852
10/04/2015,OLDS,LL,,BRO,V303055,IL,10300 S. Doty,(773) 568-8495,2773864
10/04/2015,PONT,2D,,SIL,Z225872,IL,10300 S. Doty,(773) 568-8495,2773871
10/04/2015,PONT,4D,,GRY,369S952,IL,701 N. Sacramento,(773) 265-7605,6828437
10/04/2015,SATR,4D,,GLD,E279304,IL,10300 S. Doty,(773) 568-8495,2773865
10/04/2015,TOYT,4D,,GRY,S760146,IL,10300 S. Doty,(773) 568-8495,2773846
10/04/2015,TOYT,4D,,WHI,N195225,IL,10300 S. Doty,(773) 568-8495,2773833
10/04/2015,VOLK,4D,,BLK,L693471,IL,10300 S. Doty,(773) 568-8495,2773832
10/04/2015,,,,,00133949,IL,10300 S. Doty,(773) 568-8495,2773866
10/03/2015,BUIC,4D,,BLU,E643952,IL,10300 S. Doty,(773) 568-8495,2773707
10/03/2015,BUIC,4D,,DBL,,IL,10300 S. Doty,(773) 568-8495,2773793
10/03/2015,CADI,4D,,PLE,R340087,IL,10300 S. Doty,(773) 568-8495,2773760
10/03/2015,CADI,4D,,TAN,132AGI,IN,10300 S. Doty,(773) 568-8495,2773725
10/03/2015,CADI,LL,,BLK,V533524,IL,10300 S. Doty,(773) 568-8495,2773769
10/03/2015,CHEV,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2773698
10/03/2015,CHEV,2D,,WHI,1154341,IL,10300 S. Doty,(773) 568-8495,2773785
10/03/2015,CHEV,4D,,GLD,Y732085,IL,701 N. Sacramento,(773) 265-7605,6828349
10/03/2015,CHEV,4D,,GRY,136S512,IL,10300 S. Doty,(773) 568-8495,2773797
10/03/2015,CHEV,LL,,BLU,E213343,IL,10300 S. Doty,(773) 568-8495,2773784
10/03/2015,CHEV,PK,TK,BLK,1172191B,IL,701 N. Sacramento,(773) 265-7605,6828362
10/03/2015,CHRY,4D,,SIL,E862319,IL,10300 S. Doty,(773) 568-8495,2773708
10/03/2015,CHRY,4D,,BLK,R271818,IL,10300 S. Doty,(773) 568-8495,2773733
10/03/2015,CHRY,LL,TK,BLU,Z150704,IL,10300 S. Doty,(773) 568-8495,2773799
10/03/2015,CHRY,VN,,GRY,131ABF,IN,10300 S. Doty,(773) 568-8495,2773809
10/03/2015,DODG,LL,,GRY,Y728342,IL,10300 S. Doty,(773) 568-8495,2773788
10/03/2015,DODG,VN,,GRN,E350628,IL,701 N. Sacramento,(773) 265-7605,6828375
10/03/2015,FORD,2D,,BLU,8915071,IL,701 N. Sacramento,(773) 265-7605,6828369
10/03/2015,FORD,4D,,GRY,R945589,IL,10300 S. Doty,(773) 568-8495,2773716
10/03/2015,FORD,LL,,BLK,E441197,IL,10300 S. Doty,(773) 568-8495,2773715
10/03/2015,GMC,LL,,SIL,S707267,IL,701 N. Sacramento,(773) 265-7605,6828365
10/03/2015,HOND,4D,,BLU,P131288,IL,701 N. Sacramento,(773) 265-7605,6828396
10/03/2015,INFI,4D,,SIL,S908689,IL,10300 S. Doty,(773) 568-8495,2773766
10/03/2015,JEEP,LL,,GRY,V769699,IL,10300 S. Doty,(773) 568-8495,2773795
10/03/2015,JEEP,LL,,RED,E929352,IL,10300 S. Doty,(773) 568-8495,2773803
10/03/2015,JEEP,LL,TK,SIL,00134332,IL,10300 S. Doty,(773) 568-8495,2773743
10/03/2015,JEEP,LL,TK,GRY,E756908,IL,10300 S. Doty,(773) 568-8495,2773724
10/03/2015,JEEP,LL,TK,BLU,P337868,IL,701 N. Sacramento,(773) 265-7605,6828372
10/03/2015,LEXS,4D,,BLK,V299313,IL,701 N. Sacramento,(773) 265-7605,6828363
10/03/2015,LEXS,4D,,GLD,Y706699,IL,701 N. Sacramento,(773) 265-7605,6828381
10/03/2015,NISS,4D,,TAN,V275426,IL,10300 S. Doty,(773) 568-8495,2773796
10/03/2015,NISS,4D,,SIL,S643812,IL,10300 S. Doty,(773) 568-8495,2773736
10/03/2015,NISS,LL,,WHI,142S697,IL,701 N. Sacramento,(773) 265-7605,6828382
10/03/2015,OLDS,4D,,RED,Z149918,IL,10300 S. Doty,(773) 568-8495,2773742
10/03/2015,OLDS,4D,,GRY,237S694,IL,10300 S. Doty,(773) 568-8495,2773808
10/03/2015,PLYM,LL,,SIL,S150150,IL,10300 S. Doty,(773) 568-8495,2773703
10/03/2015,PONT,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6828367
10/03/2015,PONT,4D,,SIL,R975770,IL,10300 S. Doty,(773) 568-8495,2773802
10/03/2015,PONT,4D,,BLK,Y727509,IL,10300 S. Doty,(773) 568-8495,2773734
10/03/2015,PONT,VN,,RED,574R943,IL,701 N. Sacramento,(773) 265-7605,6828366
10/03/2015,TOYT,2D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6828405
10/03/2015,TOYT,2D,,PLE,BTN5962,GA,10300 S. Doty,(773) 568-8495,2773806
10/03/2015,TOYT,4D,,GRN,E355213,IL,10300 S. Doty,(773) 568-8495,2773756
10/03/2015,TOYT,LL,4RN,GLD,,IL,701 N. Sacramento,(773) 265-7605,6828398
10/03/2015,VOLK,4D,,GRY,E797654,IL,10300 S. Doty,(773) 568-8495,2773727
10/02/2015,ACUR,4D,,GRY,Y727016,IL,10300 S. Doty,(773) 568-8495,2773600
10/02/2015,BUIC,4D,,GRN,920R613,IL,10300 S. Doty,(773) 568-8495,2773693
10/02/2015,BUIC,LL,,WHI,V434803,IL,10300 S. Doty,(773) 568-8495,2773666
10/02/2015,CADI,LM,,BLK,9453LY,IL,10300 S. Doty,(773) 568-8495,2773704
10/02/2015,CHEV,2D,,WHI,383S226,IL,10300 S. Doty,(773) 568-8495,2773688
10/02/2015,CHEV,2D,,SIL,9081661,IL,10300 S. Doty,(773) 568-8495,2773635
10/02/2015,CHEV,4D,,BLK,V831542,IL,10300 S. Doty,(773) 568-8495,2773598
10/02/2015,CHEV,4D,,GRY,L268993,IL,10300 S. Doty,(773) 568-8495,2773692
10/02/2015,CHEV,4D,,GRY,SZL661,IN,701 N. Sacramento,(773) 265-7605,6828342
10/02/2015,CHEV,LL,,TAN,E352111,IL,10300 S. Doty,(773) 568-8495,2773683
10/02/2015,CHEV,LL,,BLK,K908165,IL,10300 S. Doty,(773) 568-8495,2773650
10/02/2015,CHEV,VN,TK,GRN,V600237,IL,10300 S. Doty,(773) 568-8495,2773595
10/02/2015,CHEV,VN,,TAN,Z274984,IL,10300 S. Doty,(773) 568-8495,2773604
10/02/2015,CHRY,4D,,BLK,Y752981,IL,701 N. Sacramento,(773) 265-7605,6828318
10/02/2015,CHRY,4D,,GRY,V610910,IL,10300 S. Doty,(773) 568-8495,2773667
10/02/2015,CHRY,4D,,WHI,E385073,IL,10300 S. Doty,(773) 568-8495,2773649
10/02/2015,CHRY,4D,,WHI,E426328,IL,10300 S. Doty,(773) 568-8495,2773622
10/02/2015,CHRY,VN,TK,RED,R149088,IL,10300 S. Doty,(773) 568-8495,2773612
10/02/2015,DODG,4D,,BLK,E465984,IL,10300 S. Doty,(773) 568-8495,2773691
